fabricante,local_empresa,ano_revisado,origem,cacau_percent,num_ingredientes,classificacao
Fresco,U.S.A.,2009,Jamaica,80,3,2.75
Fresco,U.S.A.,2009,Jamaica,70,3,3
Fresco,U.S.A.,2009,Jamaica,70,3,3.25
Fresco,U.S.A.,2009,Venezuela,65,3,3.5
Fresco,U.S.A.,2011,Ghana,74,3,2.75
Fresco,U.S.A.,2011,Madagascar,74,3,2.75
Fresco,U.S.A.,2011,Madagascar,74,3,3
Fresco,U.S.A.,2011,Jamaica,70,3,3.25
Fresco,U.S.A.,2011,Dominican Republic,72,3,3.25
Fresco,U.S.A.,2011,Venezuela,76,3,3.25
Fresco,U.S.A.,2011,Dominican Republic,72,3,3.5
Fresco,U.S.A.,2011,Jamaica,70,3,3.5
Fresco,U.S.A.,2011,Venezuela,70,3,4
Fresco,U.S.A.,2012,Papua New Guinea,69,2,3
Fresco,U.S.A.,2012,Papua New Guinea,69,2,3.5
Fresco,U.S.A.,2012,Papua New Guinea,69,2,3.5
Fresco,U.S.A.,2012,Madagascar,74,3,4
Fresco,U.S.A.,2012,Papua New Guinea,69,2,4
Fresco,U.S.A.,2013,Dominican Republic,72,3,3.25
Fresco,U.S.A.,2013,Dominican Republic,72,3,3.75
Fresco,U.S.A.,2013,Peru,70,3,3.75
Fresco,U.S.A.,2013,Peru,70,3,4
Fresco,U.S.A.,2014,Peru,70,3,3
Fresco,U.S.A.,2014,Peru,70,3,3.5
Fresco,U.S.A.,2014,Peru,70,3,3.5
Fresco,U.S.A.,2014,Peru,70,3,3.5
Fresco,U.S.A.,2017,Guatemala,70,3,3.5
Fresco,U.S.A.,2017,Guatemala,70,3,3.5
Fresco,U.S.A.,2017,Guatemala,70,3,3.75
Fresco,U.S.A.,2018,Venezuela,72,3,3.25
Fresco,U.S.A.,2018,Venezuela,72,3,3.5
Fresco,U.S.A.,2021,Peru,74,3,3
Fresco,U.S.A.,2021,Ghana,68,3,3.25
Fresco,U.S.A.,2021,Peru,74,3,3.25
Fresco,U.S.A.,2021,Ghana,68,3,3.5
Fresco,U.S.A.,2021,Nicaragua,70,3,3.5
Fresco,U.S.A.,2021,Madagascar,70,3,3.5
Fresco,U.S.A.,2021,Nicaragua,70,3,3.75
Fresco,U.S.A.,2021,Venezuela,68,3,4
Fresh Coast,U.S.A.,2017,Brazil,70,2,3.5
Fresh Coast,U.S.A.,2017,Tanzania,70,2,3.75
Fresh Coast aka Just Good Choc.,U.S.A.,2014,Belize,70,2,3.5
Fresh Coast aka Just Good Choc.,U.S.A.,2014,Madagascar,70,2,3.5
Fresh Coast aka Just Good Choc.,U.S.A.,2014,Peru,70,2,4
Friis Holm,Denmark,2016,Nicaragua,70,2,3.5
Friis Holm,Denmark,2017,Nicaragua,70,3,3.75
Friis Holm,Denmark,2018,Nicaragua,60,3,3
Friis Holm,Denmark,2018,Nicaragua,70,3,3
Friis Holm,Denmark,2018,Nicaragua,70,3,3.25
Friis Holm,Denmark,2018,Nicaragua,70,3,3.25
Friis Holm,Denmark,2018,Nicaragua,68,3,3.5
Friis Holm,Denmark,2018,Nicaragua,70,3,3.5
Friis Holm,Denmark,2018,Nicaragua,70,3,3.75
Friis Holm,Denmark,2018,Nicaragua,70,3,3.75
Friis Holm,Denmark,2018,Nicaragua,70,3,3.75
Friis Holm,Denmark,2018,Guatemala,70,3,4
Friis Holm,Denmark,2018,Nicaragua,70,3,4
Friis Holm (Bonnat),Denmark,2011,Nicaragua,70,3,3.25
Friis Holm (Bonnat),Denmark,2011,Nicaragua,70,3,3.5
Friis Holm (Bonnat),Denmark,2011,Nicaragua,70,3,3.5
Friis Holm (Bonnat),Denmark,2012,Nicaragua,70,3,3.25
Friis Holm (Bonnat),Denmark,2012,Honduras,70,3,3.25
Friis Holm (Bonnat),Denmark,2012,Nicaragua,70,3,3.25
Friis Holm (Bonnat),Denmark,2012,Nicaragua,70,3,3.75
Friis Holm (Bonnat),Denmark,2013,Nicaragua,70,3,3.25
Friis Holm (Bonnat),Denmark,2013,Nicaragua,70,3,3.5
Friis Holm (Bonnat),Denmark,2014,Nicaragua,70,3,3.5
Friis Holm (Bonnat),Denmark,2015,Nicaragua,60,3,3
Friis Holm (Bonnat),Denmark,2015,Nicaragua,85,3,3.25
Fruition,U.S.A.,2011,Costa Rica,70,3,3
Fruition,U.S.A.,2011,Costa Rica,66,3,3.25
Fruition,U.S.A.,2012,Peru,70,3,2.5
Fruition,U.S.A.,2013,Ecuador,75,3,3
Fruition,U.S.A.,2013,Dominican Republic,70,3,3.75
Fruition,U.S.A.,2014,Peru,76,3,3
Fruition,U.S.A.,2014,Trinidad,70,3,3.75
Fruition,U.S.A.,2016,Bolivia,74,2,3.75
Fruition,U.S.A.,2016,Costa Rica,74,2,4
Fruition,U.S.A.,2019,Colombia,85,2,3.5
Fruition,U.S.A.,2019,Madagascar,74,2,3.75
Fruition,U.S.A.,2021,Dominican Republic,77,2,3.25
Fruition,U.S.A.,2021,Dominican Republic,68,4,3.75
Fruition,U.S.A.,2021,Peru,72,3,3.75
Fu Wan,Taiwan,2018,Taiwan,70,3,2.5
Fu Wan,Taiwan,2018,Madagascar,70,2,3
Fu Wan,Taiwan,2018,Tanzania,70,2,3
Fu Wan,Taiwan,2018,Venezuela,70,3,3.5
Garden Island,U.S.A.,2014,U.S.A.,85,3,2.5
Georgia Ramon,Germany,2015,Madagascar,65,4,3.25
Georgia Ramon,Germany,2015,Dominican Republic,70,4,3.5
Georgia Ramon,Germany,2015,Dominican Republic,80,4,3.5
Georgia Ramon,Germany,2015,Madagascar,75,4,3.5
Georgia Ramon,Germany,2015,Ghana,70,4,4
Georgia Ramon,Germany,2017,St. Lucia,77,3,3.5
Georgia Ramon,Germany,2017,Venezuela,75,3,3.5
Georgia Ramon,Germany,2018,Guatemala,72,3,2.75
Georgia Ramon,Germany,2019,Venezuela,75,3,2.75
Glennmade,U.S.A.,2015,Brazil,66,2,3
Glennmade,U.S.A.,2016,Belize,70,2,3.5
Goodnow Farms,U.S.A.,2016,Mexico,77,3,2.75
Goodnow Farms,U.S.A.,2016,Guatemala,77,3,3.25
Goodnow Farms,U.S.A.,2016,Nicaragua,77,3,3.25
Goodnow Farms,U.S.A.,2017,Peru,70,3,3.25
Goodnow Farms,U.S.A.,2019,Colombia,73,3,2.5
Goodnow Farms,U.S.A.,2019,Costa Rica,73,3,3
Goodnow Farms,U.S.A.,2021,Ecuador,70,3,3.75
Gotham,U.S.A.,2018,Belize,70,2,2.75
Gotham,U.S.A.,2021,India,70,2,3
Gotham,U.S.A.,2021,Bolivia,70,2,3.25
Gotham,U.S.A.,2021,Dominican Republic,70,2,3.25
Grand Place,Vietnam,2011,Vietnam,72,5,3
Great Lakes,U.S.A.,2021,Madagascar,72,3,3.5
Great Lakes,U.S.A.,2021,Tanzania,70,3,3.5
Great Lakes,U.S.A.,2021,Dominican Republic,75,3,3.5
Great Lakes,U.S.A.,2021,Vietnam,73,3,3.5
Green & Black's (ICAM),U.K.,2006,Blend,70,5,2.5
Green Bean to Bar,Japan,2016,Madagascar,70,2,3.5
Green Bean to Bar,Japan,2019,Peru,73,2,2.5
Green Door,U.K.,2021,India,70,3,3
Grenada Chocolate Co.,Grenada,2008,Grenada,71,5,2.5
Grenada Chocolate Co.,Grenada,2009,Grenada,60,5,2.75
Grenada Chocolate Co.,Grenada,2010,Grenada,82,5,3.25
Guido Castagna,Italy,2009,Ecuador,64,4,3
Guido Castagna,Italy,2009,Ghana,64,4,3
Guido Castagna,Italy,2009,Blend,64,4,3
Guido Castagna,Italy,2009,Venezuela,76,4,3
Guido Castagna,Italy,2009,Blend,64,4,3.25
Guido Castagna,Italy,2018,Madagascar,70,4,2.75
Guittard,U.S.A.,2006,Venezuela,65,5,2.5
Guittard,U.S.A.,2006,Colombia,65,5,3
Guittard,U.S.A.,2006,Blend,61,5,3
Guittard,U.S.A.,2006,Madagascar,65,5,3.5
Guittard,U.S.A.,2006,Ecuador,65,5,3.5
Guittard,U.S.A.,2006,Blend,61,5,3.5
Guittard,U.S.A.,2007,Blend,72,5,3.5
Guittard,U.S.A.,2008,Peru,65,5,3
Guittard,U.S.A.,2008,Blend,64,5,3
Guittard,U.S.A.,2008,Venezuela,65,5,3.5
Guittard,U.S.A.,2009,U.S.A.,55,5,3
Guittard,U.S.A.,2009,Blend,91,5,3
Guittard,U.S.A.,2009,Blend,70,5,3.5
Guittard,U.S.A.,2010,Trinidad,65,5,3
Guittard,U.S.A.,2011,Blend,72,5,2.75
Guittard,U.S.A.,2011,Blend,61,5,3.25
Guittard,U.S.A.,2011,Blend,72,5,3.25
Guittard,U.S.A.,2013,Haiti,65,5,2.75
Guittard,U.S.A.,2013,Nicaragua,65,5,2.75
Guittard,U.S.A.,2013,Jamaica,65,5,3.25
Guittard,U.S.A.,2013,Ecuador,65,5,3.5
Guittard,U.S.A.,2015,Blend,70,5,3.75
Habitual,Canada,2014,Blend,100,NA,2
Habitual,Canada,2014,Papua New Guinea,80,3,2.75
Habitual,Canada,2014,Blend,74,3,2.75
Habitual,Canada,2014,Blend,65,3,2.75
Habitual,Canada,2014,Blend,70,3,3
Habitual,Canada,2014,Blend,80,3,3
Habitual,Canada,2014,Dominican Republic,75,3,3.25
Habitual,Canada,2014,U.S.A.,66,3,3.25
Habitual,Canada,2014,Blend,70,3,3.5
Hachez,Germany,2007,Ecuador,77,4,2.5
Hacienda El Castillo,Ecuador,2014,Ecuador,55,4,2.75
Hacienda El Castillo,Ecuador,2014,Ecuador,70,4,3
Haigh,Australia,2011,Blend,70,NA,3
Harper Macaw,U.S.A.,2015,Brazil,67,3,3
Harper Macaw,U.S.A.,2015,Brazil,77,3,3.5
Harper Macaw,U.S.A.,2015,Brazil,74,3,3.5
Harper Macaw,U.S.A.,2016,Brazil,85,3,3.25
Harper Macaw,U.S.A.,2018,Brazil,75,3,3
Harris & James,U.K.,2019,India,70,3,3
Harris & James,U.K.,2019,Vietnam,70,3,3.25
Hazel Hill,U.S.A.,2019,Peru,65,3,2.75
Hazel Hill,U.S.A.,2019,Tanzania,72,3,3.25
Hazel Hill,U.S.A.,2019,Dominican Republic,70,3,3.5
Hecho,Mexico,2021,Mexico,70,2,3.5
Heilemann,Germany,2016,Peru,64,3,2.75
Heinde & Verre,Netherlands,2019,Indonesia,71,4,2.5
Heinde & Verre,Netherlands,2019,Blend,71,4,2.5
Heinde & Verre,Netherlands,2019,Venezuela,71,4,3
Heirloom Cacao Preservation (Brasstown),U.S.A.,2016,Belize,70,3,3.25
Heirloom Cacao Preservation (Fruition),U.S.A.,2016,Costa Rica,74,3,3.5
Heirloom Cacao Preservation (Guittard),U.S.A.,2014,Bolivia,67,3,3
Heirloom Cacao Preservation (Guittard),U.S.A.,2014,Bolivia,67,3,3.5
Heirloom Cacao Preservation (Guittard),U.S.A.,2014,Ecuador,67,3,3.75
Heirloom Cacao Preservation (Guittard),U.S.A.,2014,U.S.A.,67,3,3.75
Heirloom Cacao Preservation (Manoa),U.S.A.,2016,U.S.A.,72,3,3.5
Heirloom Cacao Preservation (Millcreek),U.S.A.,2016,Ecuador,70,3,3.5
Heirloom Cacao Preservation (Mindo),U.S.A.,2016,Ecuador,77,3,3.5
Heirloom Cacao Preservation (Zokoko),U.S.A.,2016,Bolivia,68,3,3.75
Heirloom Cacao Preservation (Zokoko),U.S.A.,2016,Bolivia,72,3,4
hello cocoa (now Markham & Fitz),U.S.A.,2015,Uganda,57,3,2.75
hello cocoa (now Markham & Fitz),U.S.A.,2015,Venezuela,74,3,3.5
Hemisphere,U.S.A.,2021,Ecuador,70,2,2.75
Hemisphere,U.S.A.,2021,Nicaragua,70,2,3.25
hexx,U.S.A.,2015,Tanzania,70,2,2.75
hexx,U.S.A.,2015,Madagascar,74,2,3
hexx,U.S.A.,2015,Venezuela,70,2,3
hexx,U.S.A.,2015,Ecuador,73,2,3.25
hexx,U.S.A.,2015,Peru,70,2,3.25
hexx,U.S.A.,2018,Peru,70,2,2.25
hexx,U.S.A.,2018,Ecuador,73,2,2.5
hexx,U.S.A.,2018,Madagascar,74,2,2.75
hexx,U.S.A.,2018,Tanzania,70,2,3
hexx,U.S.A.,2018,Dominican Republic,71,2,3.5
Hogarth,New Zealand,2016,Madagascar,70,3,2.75
Hogarth,New Zealand,2016,Venezuela,72,3,2.75
Hogarth,New Zealand,2016,Dominican Republic,75,3,3.25
Hogarth,New Zealand,2016,Peru,66,3,3.5
Hogarth,New Zealand,2019,Venezuela,68,3,3.25
Hogarth,New Zealand,2019,Ecuador,85,3,3.5
Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,80,4,2
Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,80,2,2.5
Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,72,2,3
Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,58,4,3.25
Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,58,4,3.5
Holy Cacao,Israel,2009,Ivory Coast,70,2,2.5
Holy Cacao,Israel,2009,Dominican Republic,70,2,2.75
Holy Cacao,Israel,2009,Peru,70,2,3.5
Holy Cacao,Israel,2009,Dominican Republic,75,2,3.75
Holy Cacao,Israel,2015,Ecuador,70,4,3.5
Holy Cacao,Israel,2015,Madagascar,70,4,3.5
Holy Cacao,Israel,2015,Trinidad,70,4,3.5
Holy Cacao,Israel,2015,Venezuela,70,4,3.5
Holy Cacao,Israel,2016,Peru,70,4,2.75
Honest,South Africa,2014,Ecuador,72,2,2.5
Hotel Chocolat,U.K.,2013,St. Lucia,100,NA,1.75
Hotel Chocolat,U.K.,2013,St. Lucia,70,2,4
Hotel Chocolat,U.K.,2015,St. Lucia,70,2,2.75
Hotel Chocolat,U.K.,2018,Colombia,75,4,2.75
Hotel Chocolat,U.K.,2019,Honduras,72,4,3
Hotel Chocolat,U.K.,2019,Tanzania,80,4,3
Hotel Chocolat (Coppeneur),U.K.,2008,Uganda,80,NA,2.5
Hotel Chocolat (Coppeneur),U.K.,2008,Tanzania,75,4,2.75
Hotel Chocolat (Coppeneur),U.K.,2008,St. Lucia,72,3,3
Hotel Chocolat (Coppeneur),U.K.,2008,Sao Tome,72,4,3
Hotel Chocolat (Coppeneur),U.K.,2010,Ecuador,70,NA,2.75
Hotel Chocolat (Coppeneur),U.K.,2010,Venezuela,70,4,2.75
Hotel Chocolat (Coppeneur),U.K.,2010,Dominican Republic,70,NA,3
Hotel Chocolat (Coppeneur),U.K.,2011,Ecuador,80,4,3
Hotel Chocolat (Coppeneur),U.K.,2011,St. Lucia,65,4,3
Hotel Chocolat (Coppeneur),U.K.,2011,St. Lucia,65,4,3.25
Hotel Chocolat (Coppeneur),U.K.,2012,Madagascar,66,4,3.5
Hotel Chocolat (Coppeneur),U.K.,2013,Ecuador,100,1,2.5
Hotel Chocolat (Coppeneur),U.K.,2013,Peru,100,NA,2.75
Hotel Chocolat (Coppeneur),U.K.,2013,Dominican Republic,100,NA,2.75
Hotel Chocolat (Coppeneur),U.K.,2013,Trinidad,75,4,3
Hotel Chocolat (Coppeneur),U.K.,2013,Ecuador,90,2,3
Hotel Chocolat (Coppeneur),U.K.,2013,Madagascar,72,4,3
Hotel Chocolat (Coppeneur),U.K.,2013,Vietnam,80,4,3.5
Hotel Chocolat (Coppeneur),U.K.,2013,Ecuador,82,2,3.5
Hummingbird,Canada,2013,Venezuela,70,3,3.25
Hummingbird,Canada,2013,Venezuela,70,3,3.75
Hummingbird,Canada,2014,Bolivia,70,3,3
Hummingbird,Canada,2014,Bolivia,70,3,3
Hummingbird,Canada,2014,Nicaragua,70,3,3
Hummingbird,Canada,2014,Dominican Republic,70,3,3.5
Hummingbird,Canada,2014,Dominican Republic,70,3,3.75
Hummingbird,Canada,2015,Vietnam,70,3,3.5
Idilio (Felchlin),Switzerland,2011,Venezuela,72,3,3.25
Idilio (Felchlin),Switzerland,2011,Venezuela,72,3,3.5
Idilio (Felchlin),Switzerland,2011,Venezuela,72,3,3.75
Idilio (Felchlin),Switzerland,2011,Venezuela,72,3,3.75
Idilio (Felchlin),Switzerland,2011,Venezuela,72,3,3.75
Idilio (Felchlin),Switzerland,2011,Venezuela,74,3,4
Idilio (Felchlin),Switzerland,2011,Venezuela,70,3,4
Idilio (Felchlin),Switzerland,2011,Venezuela,72,3,4
Idilio (Felchlin),Switzerland,2011,Venezuela,72,3,4
Idilio (Felchlin),Switzerland,2013,Venezuela,72,3,3.75
Indah,India,2016,India,61,4,2.5
Indi,U.S.A.,2014,Honduras,77,3,3
Indi,U.S.A.,2017,Vietnam,72,3,3.25
iQ Chocolate,Scotland,2012,Peru,72,4,2.75
iQ Chocolate,Scotland,2012,Peru,72,4,3
Isidro,U.S.A.,2014,Peru,72,2,2.25
Isidro,U.S.A.,2014,Belize,72,2,3.25
Isidro,U.S.A.,2014,Dominican Republic,72,2,3.25
Isidro,U.S.A.,2014,Madagascar,72,2,3.5
Islands Chocolate,St.Vincent-Grenadines,2018,St.Vincent-Grenadines,72,4,2.75
Izard,U.S.A.,2015,Dominican Republic,70,2,2.75
Izard,U.S.A.,2015,Belize,70,2,3.5
Jacque Torres,U.S.A.,2006,Ghana,71,5,2
Jean Marie Auboine,U.S.A.,2018,Venezuela,72,3,3.25
Johnny Iuzzini,U.S.A.,2017,Jamaica,67,4,3
Johnny Iuzzini,U.S.A.,2017,Peru,75,4,3
Johnny Iuzzini,U.S.A.,2017,Venezuela,72,3,3.5
Johnny Iuzzini,U.S.A.,2017,Vietnam,65,4,3.5
Johnny Iuzzini,U.S.A.,2017,Ecuador,70,4,3.5
Johnny Iuzzini,U.S.A.,2017,Madagascar,68,5,3.5
Johnny Iuzzini,U.S.A.,2017,Ecuador,78,4,3.75
Johnny Iuzzini,U.S.A.,2018,India,66,4,3
Johnny Iuzzini,U.S.A.,2018,Colombia,73,4,3.25
Johnny Iuzzini,U.S.A.,2018,Trinidad,80,4,3.25
Jordis,Czech Republic,2015,Madagascar,63,2,2.75
Jordis,Czech Republic,2020,Venezuela,75,3,2.75
Kad Kokoa,Thailand,2018,Thailand,70,3,3
Kad Kokoa,Thailand,2018,Thailand,70,3,3.5
Kad Kokoa,Thailand,2018,Thailand,70,3,3.5
Kad Kokoa,Thailand,2018,Thailand,70,3,3.75
Kah Kow,Dominican Republic,2013,Dominican Republic,82,5,3
Kah Kow,Dominican Republic,2013,Dominican Republic,55,5,3.25
Kah Kow,Dominican Republic,2013,Dominican Republic,62,5,3.25
Kah Kow,Dominican Republic,2013,Dominican Republic,70,5,3.5
Kah Kow,U.S.A.,2020,Dominican Republic,68,4,3.75
Kah Kow,U.S.A.,2020,Dominican Republic,70,3,3.75
Kah Kow,U.S.A.,2020,Dominican Republic,67,4,3.75
Kah Kow - USA,Dominican Republic,2019,Dominican Republic,70,3,3
Kah Kow - USA,U.S.A.,2019,Dominican Republic,72,4,3
Kah Kow - USA,Dominican Republic,2019,Dominican Republic,71.5,3,3.5
Kah Kow - USA,Dominican Republic,2019,Dominican Republic,68,4,3.75
Kah Kow - USA,U.S.A.,2019,Dominican Republic,65,4,3.75
Kaitxo,Spain,2019,Nicaragua,75,3,3
Kaitxo,Spain,2019,Peru,75,3,3
Kaitxo,Spain,2019,Tanzania,75,3,3.25
Kakao,Germany,2009,Vanuatu,65,NA,3.75
Kakao,Germany,2012,Peru,64,NA,2.5
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,85,4,2.5
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,75,4,2.5
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,75,4,2.75
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,85,4,2.75
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,70,4,3
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,85,4,3
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,85,4,3
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,70,4,3.5
Kaoka (Cemoi),France,2009,Blend,70,NA,2.75
Kaoka (Cemoi),France,2009,Ecuador,80,NA,2.75
Kasama,Canada,2021,Philippines,70,3,3.25
Kasama,Canada,2021,Papua New Guinea,70,3,3.5
Kerchner,U.S.A.,2013,Dominican Republic,70,3,3.75
Ki' Xocolatl,Mexico,2009,Mexico,72,5,2
Kin + Pod,Canada,2020,Colombia,70,3,3.25
Kiskadee,U.S.A.,2014,Dominican Republic,60,2,3
Krak,Amsterdam,2017,Belize,70,2,3
Krak,Amsterdam,2017,Vietnam,70,2,3
Krak,Amsterdam,2017,Mexico,70,2,3.25
Krak,Amsterdam,2018,Madagascar,70,2,3
Krak,Amsterdam,2018,Philippines,70,2,3.25
Krak,Amsterdam,2018,Mexico,70,2,3.75
Krak,Netherlands,2019,Colombia,70,2,3
Krak,Amsterdam,2019,Papua New Guinea,70,2,3.25
Kto,U.S.A.,2014,Peru,72,2,2.5
Kto,U.S.A.,2014,Venezuela,72,3,2.75
Kto,U.S.A.,2014,Belize,72,3,3
Kto,U.S.A.,2014,Madagascar,72,3,3.25
Kto,U.S.A.,2014,Belize,90,2,3.25
Kto,U.S.A.,2014,Dominican Republic,72,3,3.25
Kto,U.S.A.,2014,Dominican Republic,72,3,3.25
K'ul,U.S.A.,2016,Peru,70,4,2.75
K'ul,U.S.A.,2016,Haiti,70,4,3.25
K'ul,U.S.A.,2016,Brazil,70,4,3.75
K'ul,U.S.A.,2016,Ecuador,70,4,3.75
Kyya,U.S.A.,2014,Uganda,72.5,5,2.5
Kyya,U.S.A.,2014,Ecuador,72.5,5,2.5
Kyya,U.S.A.,2014,Dominican Republic,72.5,5,3
Kyya,U.S.A.,2014,Madagascar,72.5,5,3
L.A. Burdick (Felchlin),U.S.A.,2009,Bolivia,68,5,3
L.A. Burdick (Felchlin),U.S.A.,2009,Madagascar,64,5,3.5
L.A. Burdick (Felchlin),U.S.A.,2010,Venezuela,71,5,3
L.A. Burdick (Felchlin),U.S.A.,2010,Grenada,75,5,3.25
L.A. Burdick (Felchlin),U.S.A.,2010,Dominican Republic,74,5,3.75
L.A. Burdick (Felchlin),U.S.A.,2011,Ecuador,74,5,3.75
L.A. Burdick (Felchlin),U.S.A.,2012,Peru,74,5,3.25
L.A. Burdick (Felchlin),U.S.A.,2012,Venezuela,68,5,3.75
L.A. Burdick (Felchlin),U.S.A.,2012,Brazil,70,5,4
La Cascade du Chocolat,U.S.A.,2019,Fiji,68,3,3
La Chocolaterie Nanairo,Japan,2016,Peru,70,NA,2.25
La Chocolaterie Nanairo,Japan,2016,Peru,70,NA,2.5
La Chocolaterie Nanairo,Japan,2016,Belize,70,NA,3
La Chocolaterie Nanairo,Japan,2016,Peru,70,NA,3
La Chorena,U.S.A.,2018,Dominican Republic,70,2,3
La Chorena,U.S.A.,2018,Peru,75,2,3
La Chorena,U.S.A.,2018,Belize,70,4,3.25
La Chorena,U.S.A.,2018,Guatemala,70,2,3.25
La Feverie (Hasnaa),France,2018,Belize,70,2,3.5
La Feverie (Hasnaa),France,2018,Guatemala,70,2,3.5
La Feverie (Hasnaa),France,2019,Peru,72,2,3.5
La Maison du Chocolat (Valrhona),France,2008,Blend,74,4,3.5
La Maison du Chocolat (Valrhona),France,2009,Blend,60,4,3
La Maison du Chocolat (Valrhona),France,2009,Ghana,68,4,3.25
La Maison du Chocolat (Valrhona),France,2009,Venezuela,69,4,3.5
La Maison du Chocolat (Valrhona),France,2009,Blend,60,4,3.75
La Maison du Chocolat (Valrhona),France,2011,Grenada,68,4,3.5
La Maison du Chocolat (Valrhona),France,2012,Dominican Republic,66,4,3.5
La Maison du Chocolat (Valrhona),France,2013,Blend,74,4,2.75
La Maison du Chocolat (Valrhona),France,2013,Tobago,60,4,3.25
La Maison du Chocolat (Valrhona),France,2013,Ecuador,56,4,3.25
La Oroquidea,Peru,2011,Peru,72,NA,2.5
La Pepa de Oro,Ecuador,2011,Ecuador,60,NA,3.25
La Rifa,Mexico,2018,Mexico,70,2,3
La Rifa,Mexico,2018,Mexico,70,2,3.5
La Rifa,Mexico,2018,Mexico,70,2,3.5
Laia aka Chat-Noir,France,2014,Cuba,70,4,2.75
Laia aka Chat-Noir,France,2014,Blend,68,4,2.75
Laia aka Chat-Noir,France,2015,Madagascar,75,4,2.75
Laia aka Chat-Noir,France,2015,Vietnam,75,4,2.75
Laia aka Chat-Noir,France,2015,Cuba,75,4,3
Laia aka Chat-Noir,France,2015,Ivory Coast,75,4,3
Laia aka Chat-Noir,France,2015,Peru,75,4,3.25
Laia aka Chat-Noir,France,2015,Brazil,75,4,3.25
Laia aka Chat-Noir,France,2015,Sao Tome,75,4,3.5
Laia aka Chat-Noir,France,2015,Vietnam,75,4,3.75
Lajedo do Ouro,Brazil,2012,Brazil,70,NA,3.5
Lake Champlain (Callebaut),U.S.A.,2009,Tanzania,75,NA,2.5
L'Amourette,U.S.A.,2012,Venezuela,75,5,3
L'Amourette,U.S.A.,2012,Venezuela,75,5,3
L'Amourette,U.S.A.,2012,Blend,72,5,3
L'Amourette,U.S.A.,2016,Nicaragua,80,2,3.5
Land,U.K.,2018,Nicaragua,71,3,3
Land,U.K.,2018,Honduras,70,3,3.25
Land,U.K.,2018,Nicaragua,73,3,3.5
Landmark (Amano),U.S.A.,2017,Bolivia,74,3,3.75
Legast,Belgium,2019,Colombia,70,3,2.75
Legast,Belgium,2019,Costa Rica,70,3,3.25
Legast,Belgium,2019,Peru,70,3,3.5
Letterpress,U.S.A.,2014,Peru,70,2,3.5
Letterpress,U.S.A.,2015,Costa Rica,70,2,3
Letterpress,U.S.A.,2015,Bolivia,70,2,3.25
Letterpress,U.S.A.,2015,Dominican Republic,70,2,3.25
Letterpress,U.S.A.,2015,Trinidad,70,2,3.5
Letterpress,U.S.A.,2015,Tanzania,70,2,3.5
Letterpress,U.S.A.,2016,Liberia,70,2,3.25
Letterpress,U.S.A.,2017,Belize,70,2,3.25
Letterpress,U.S.A.,2017,Honduras,70,2,3.5
Letterpress,U.S.A.,2017,Peru,70,3,4
Letterpress,U.S.A.,2018,Ghana,70,3,3.75
Letterpress,U.S.A.,2019,Jamaica,70,3,3.25
Letterpress,U.S.A.,2019,Bolivia,70,3,3.25
Letterpress,U.S.A.,2021,Sao Tome & Principe,70,3,3.5
Letterpress,U.S.A.,2021,U.S.A.,70,3,3.75
Levy,Finland,2014,Madagascar,71,3,3.5
Lilla,Finland,2016,Madagascar,70,2,3
Lillie Belle,U.S.A.,2012,Blend,75,2,2.75
Lillie Belle,U.S.A.,2012,Dominican Republic,74,2,3
Lillie Belle,U.S.A.,2012,Peru,65,2,3.5
Lillie Belle,U.S.A.,2012,Bolivia,68,2,3.5
Lillie Belle,U.S.A.,2012,Bolivia,68,2,3.5
Lillie Belle,U.S.A.,2012,Peru,68,2,3.75
Lindt & Sprungli,Switzerland,2007,Blend,85,4,3
Lirio,U.S.A.,2020,Sierra Leone,72,2,2.5
Lirio,U.S.A.,2020,India,72,2,3
Lirio,U.S.A.,2020,Vietnam,72,2,3
Loiza,Puerto Rico,2013,Puerto Rico,65,5,2.5
Lonohana,U.S.A.,2013,U.S.A.,71,4,3
Lonohana,U.S.A.,2013,U.S.A.,72,4,3
Lonohana,U.S.A.,2013,U.S.A.,70,4,3.5
Lonohana,U.S.A.,2014,U.S.A.,65,4,3.25
Lonohana,U.S.A.,2014,U.S.A.,70,2,3.75
Lonohana,U.S.A.,2014,U.S.A.,75,4,3.75
Loon,U.S.A.,2021,Bolivia,70,3,2.75
Loon,U.S.A.,2021,Belize,75,3,3
Love Bar,U.S.A.,2015,Nicaragua,75,2,2
Love Brown,Taiwan,2018,Nicaragua,75,2,2.5
Love Brown,Taiwan,2018,Sumatra,70,2,3
Love Brown,Taiwan,2018,Nicaragua,80,2,3.25
